,location,total_sqft,bath,price,bhk
4132,Kannamangala,1536,3.0,104.0,3
4133,Kannamangala,957,2.0,54.5,2
4134,Kannamangala,2422,4.0,135.0,4
4135,Kannamangala,957,2.0,55.0,2
4136,Kannamangala,957,2.0,56.0,2
4137,Karuna Nagar,2500,3.0,180.0,3
4138,Karuna Nagar,2500,3.0,190.0,3
4139,Karuna Nagar,1962,3.0,175.0,3
4140,Karuna Nagar,1057,2.0,65.0,2
4141,Karuna Nagar,1354,2.0,98.0,3
4142,Karuna Nagar,1945,3.0,115.0,3
4143,Karuna Nagar,1960,3.0,165.0,3
4144,Kasavanhalli,1060,2.0,58.06,2
4145,Kasavanhalli,1717,3.0,99.0,3
4146,Kasavanhalli,1799,3.0,90.0,3
4147,Kasavanhalli,3260,4.0,240.0,4
4148,Kasavanhalli,1349,2.0,78.0,2
4149,Kasavanhalli,1121,2.0,78.0,2
4150,Kasavanhalli,1100,2.0,50.0,2
4151,Kasavanhalli,1980,3.0,88.0,3
4152,Kasavanhalli,1200,2.0,78.0,2
4153,Kasavanhalli,1646,3.0,79.5,3
4154,Kasavanhalli,1555,3.0,82.5,3
4155,Kasavanhalli,1476,3.0,89.0,3
4156,Kasavanhalli,1493,3.0,82.0,3
4157,Kasavanhalli,1200,2.0,50.0,2
4158,Kasavanhalli,1719,3.0,116.0,3
4159,Kasavanhalli,1115,2.0,50.0,2
4160,Kasavanhalli,1125,2.0,61.2,2
4161,Kasavanhalli,2170,3.0,151.0,3
4162,Kasavanhalli,1915,3.0,80.0,3
4163,Kasavanhalli,1450,3.0,77.41,3
4164,Kasavanhalli,1476,3.0,95.0,3
4165,Kasavanhalli,1200,2.0,50.3,2
4166,Kasavanhalli,2100,3.0,110.0,3
4167,Kasavanhalli,1787,3.0,123.0,3
4168,Kasavanhalli,1090,2.0,59.8,2
4169,Kasavanhalli,1691,3.0,104.0,3
4170,Kasavanhalli,4260,4.0,272.0,4
4171,Kasavanhalli,2111,4.0,120.0,3
4172,Kasavanhalli,1545,3.0,69.0,3
4173,Kasavanhalli,950,2.0,39.0,2
4174,Kasavanhalli,1863,3.0,105.0,4
4175,Kasavanhalli,1667,3.0,92.0,3
4176,Kasavanhalli,1494,3.0,82.0,3
4177,Kasavanhalli,1555,3.0,82.0,3
4178,Kasavanhalli,770,1.0,43.82,1
4179,Kasavanhalli,1147,2.0,60.0,2
4180,Kasavanhalli,1375,2.0,72.0,2
4181,Kasavanhalli,1380,2.0,55.0,3
4182,Kasavanhalli,1200,2.0,60.0,2
4183,Kasavanhalli,4260,4.0,333.0,4
4184,Kasavanhalli,1495,2.0,83.0,2
4185,Kasavanhalli,5000,2.0,400.0,2
4186,Kasavanhalli,4000,4.0,325.0,4
4187,Kasavanhalli,1225,2.0,69.0,3
4188,Kasavanhalli,1917,3.0,132.0,3
4189,Kasavanhalli,1375,2.0,78.0,2
4190,Kasavanhalli,4408,4.0,344.0,4
4191,Kasavanhalli,1309,2.0,95.0,2
4192,Kasavanhalli,1476,3.0,105.0,3
4193,Kasavanhalli,1158,2.0,67.0,2
4194,Kasavanhalli,1214,2.0,67.0,2
4195,Kasavanhalli,2110,4.0,120.0,3
4196,Kasavanhalli,1495,2.0,110.0,2
4197,Kasavanhalli,1575,2.0,85.0,2
4198,Kasavanhalli,1069,2.0,55.0,2
4199,Kasavanhalli,1100,2.0,68.0,2
4200,Kasavanhalli,1715,3.0,112.0,3
4201,Kasavanhalli,1100,2.0,65.0,2
4202,Kasavanhalli,1230,2.0,66.25,2
4203,Kasavanhalli,1819,3.0,150.0,3
4204,Kasavanhalli,1719,3.0,71.0,3
4205,Kasavanhalli,1600,3.0,79.0,3
4206,Kasavanhalli,1585,2.0,90.0,2
4207,Kasavanhalli,1245,2.0,80.0,2
4208,Kasavanhalli,2035,3.0,142.0,3
4209,Kasavanhalli,1747,3.0,110.0,3
4210,Kasavanhalli,1377,2.0,80.0,2
4211,Kasavanhalli,1181,2.0,61.0,2
4212,Kasavanhalli,1121,2.0,75.0,2
4213,Kasturi Nagar,1925,3.0,125.0,3
4214,Kasturi Nagar,1567,2.0,92.0,2
4215,Kasturi Nagar,1570,3.0,80.0,3
4216,Kasturi Nagar,1565,3.0,88.5,3
4217,Kasturi Nagar,1080,2.0,80.0,2
4218,Kasturi Nagar,1101,2.0,65.0,2
4219,Kasturi Nagar,1500,2.0,80.0,3
4220,Kasturi Nagar,1896,3.0,125.0,4
4221,Kasturi Nagar,1100,2.0,58.0,2
4222,Kasturi Nagar,1570,3.0,110.0,3
4223,Kasturi Nagar,1000,2.0,58.0,2
4224,Kasturi Nagar,1101,2.0,66.0,2
4225,Kasturi Nagar,2507,4.0,155.0,4
4226,Kathriguppe,1400,2.0,77.0,3
4227,Kathriguppe,1250,2.0,68.75,3
4228,Kathriguppe,1245,2.0,68.48,3
4229,Kathriguppe,1350,2.0,87.01,3
4230,Kathriguppe,1350,2.0,80.99,3
4231,Kathriguppe,1365,2.0,75.08,3
4232,Kathriguppe,1300,3.0,77.99,3
4233,Kathriguppe,1350,2.0,80.99,3
4234,Kathriguppe,1390,2.0,76.45,3
4235,Kathriguppe,1350,3.0,78.3,3
4236,Kathriguppe,1250,2.0,68.75,3
4237,Kathriguppe,1300,3.0,77.99,3
4238,Kathriguppe,1335,2.0,73.43,3
4239,Kathriguppe,1300,3.0,77.99,3
4240,Kathriguppe,1300,3.0,77.99,3
4241,Kathriguppe,1335,2.0,73.43,3
4242,Kathriguppe,1350,3.0,80.99,3
4243,Kathriguppe,1250,2.0,68.75,2
4244,Kathriguppe,1350,3.0,80.99,3
4245,Kaval Byrasandra,1200,2.0,52.0,2
4246,Kaval Byrasandra,1020,2.0,52.0,2
4247,Kaval Byrasandra,1200,2.0,49.5,2
4248,Kaval Byrasandra,945,2.0,50.0,2
4249,Kaval Byrasandra,1060,2.0,45.0,2
4250,Kaval Byrasandra,1100,2.0,46.0,2
4251,Kaval Byrasandra,1185,2.0,49.0,2
4252,Kaval Byrasandra,997,2.0,53.0,2
4253,Kaval Byrasandra,1060,2.0,42.0,2
4254,Kaval Byrasandra,480,1.0,25.0,1
4255,Kaval Byrasandra,1125,2.0,41.5,2
4256,Kaval Byrasandra,1180,2.0,60.0,2
4257,Kaval Byrasandra,1450,3.0,75.0,3
4258,Kaval Byrasandra,1066,2.0,55.0,2
4259,Kaval Byrasandra,1025,2.0,60.0,2
4260,Kaval Byrasandra,1400,3.0,75.0,3
4261,Kenchenahalli,1015,2.0,58.0,2
4262,Kenchenahalli,715,1.0,45.0,1
4263,Kenchenahalli,1150,2.0,58.0,2
4264,Kenchenahalli,1280,2.0,69.0,3
4265,Kenchenahalli,1410,2.0,73.0,3
4266,Kenchenahalli,870,1.0,45.0,2
4267,Kenchenahalli,1150,2.0,60.0,2
4268,Kenchenahalli,700,1.0,35.0,1
4269,Kenchenahalli,1060,2.0,52.0,2
4270,Kenchenahalli,1150,2.0,57.0,2
4271,Kenchenahalli,1720,3.0,100.0,3
4272,Kenchenahalli,1015,2.0,60.0,2
4273,Kengeri,1540,2.0,64.0,3
4274,Kengeri,750,2.0,38.0,2
4275,Kengeri,1160,2.0,40.61,2
4276,Kengeri,1197,2.0,50.0,2
4277,Kengeri,1200,2.0,58.0,2
4278,Kengeri,1188,2.0,38.0,3
4279,Kengeri,726,2.0,31.0,2
4280,Kengeri,1250,3.0,48.0,3
4281,Kengeri,1025,2.0,57.0,2
4282,Kengeri,1160,2.0,40.6,3
4283,Kengeri,1082,2.0,49.0,3
4284,Kengeri,1155,2.0,40.6,2
4285,Kengeri,1255,2.0,50.0,2
4286,Kengeri,750,2.0,36.0,2
4287,Kengeri,963,2.0,40.0,2
4288,Kengeri,927,2.0,37.0,2
4289,Kengeri,726,2.0,35.0,2
4290,Kengeri,416,1.0,19.5,1
4291,Kengeri,900,2.0,45.0,2
4292,Kengeri,900,2.0,30.0,2
4293,Kengeri,787,2.0,31.0,2
4294,Kengeri,502,1.0,25.0,1
4295,Kengeri,1470,3.0,50.0,3
4296,Kengeri,1200,3.0,67.0,3
4297,Kengeri,725,2.0,30.0,2
4298,Kengeri,500,1.0,17.0,1
4299,Kengeri,540,1.0,22.5,1
4300,Kengeri,750,2.0,35.5,2
4301,Kengeri,1741,3.0,80.0,3
4302,Kengeri,1436,2.0,55.0,3
4303,Kengeri,1200,2.0,58.0,2
4304,Kengeri,1230,2.0,45.0,2
4305,Kengeri,1230,2.0,52.0,3
4306,Kengeri,750,2.0,36.5,2
4307,Kengeri,1000,2.0,34.0,2
4308,Kengeri,416,1.0,18.0,1
4309,Kengeri,1245,2.0,43.57,3
4310,Kengeri,883,2.0,49.0,2
4311,Kengeri,1052,2.0,51.0,2
4312,Kengeri,1220,2.0,63.0,2
4313,Kengeri,1150,1.0,52.0,1
4314,Kengeri,1192,2.0,53.5,2
4315,Kengeri,1200,2.0,42.0,2
4316,Kengeri,750,2.0,40.0,2
4317,Kengeri,1035,2.0,51.5,2
4318,Kengeri,3000,5.0,130.0,8
4319,Kengeri,410,1.0,15.0,1
4320,Kengeri,416,1.0,17.19,1
4321,Kengeri,1320,2.0,50.0,2
4322,Kengeri,1160,2.0,40.6,2
4323,Kengeri,2500,4.0,100.0,5
4324,Kengeri,550,1.0,16.75,1
4325,Kengeri Satellite Town,890,2.0,35.0,2
4326,Kengeri Satellite Town,883,2.0,45.0,2
4327,Kengeri Satellite Town,1415,2.0,66.0,3
4328,Kengeri Satellite Town,930,1.0,30.0,1
4329,Kengeri Satellite Town,1635,2.0,78.0,3
4330,Kengeri Satellite Town,1050,2.0,43.0,2
4331,Kengeri Satellite Town,1007,2.0,42.0,2
4332,Kengeri Satellite Town,635,1.0,22.0,2
4333,Kengeri Satellite Town,818,2.0,26.0,2
4334,Kengeri Satellite Town,1030,2.0,50.0,2
4335,Kengeri Satellite Town,1200,2.0,65.0,2
4336,Kengeri Satellite Town,795,2.0,32.0,2
4337,Kengeri Satellite Town,800,2.0,40.0,2
4338,Kengeri Satellite Town,654,1.0,22.0,1
4339,Kengeri Satellite Town,1060,2.0,42.0,2
4340,Kengeri Satellite Town,750,2.0,33.0,2
4341,Kengeri Satellite Town,920,2.0,39.0,2
4342,Kengeri Satellite Town,985,2.0,42.0,2
4343,Kengeri Satellite Town,410,1.0,15.0,1
4344,Kengeri Satellite Town,1120,2.0,49.0,2
4345,Kengeri Satellite Town,1450,2.0,50.0,3
4346,Kengeri Satellite Town,1110,2.0,43.0,2
4347,Kengeri Satellite Town,1170,2.0,50.0,2
4348,Kengeri Satellite Town,800,2.0,32.0,2
4349,Kereguddadahalli,950,2.0,32.0,2
4350,Kereguddadahalli,1400,2.0,48.0,3
4351,Kereguddadahalli,800,2.0,28.0,2
4352,Kereguddadahalli,904,2.0,30.0,2
4353,Kereguddadahalli,1300,2.0,39.0,3
4354,Kereguddadahalli,1000,2.0,30.0,2
4355,Kereguddadahalli,1240,3.0,41.0,3
4356,Kereguddadahalli,600,1.0,19.5,1
4357,Kereguddadahalli,1080,2.0,32.0,2
4358,Kereguddadahalli,1000,2.0,34.0,2
4359,Kereguddadahalli,1400,2.0,42.0,3
4360,Kereguddadahalli,1280,3.0,42.0,3
4361,Kereguddadahalli,1015,2.0,35.0,2
4362,Kodichikkanahalli,1190,2.0,57.0,3
4363,Kodichikkanahalli,995,2.0,41.0,2
4364,Kodichikkanahalli,2700,7.0,125.0,5
4365,Kodichikkanahalli,1495,2.0,75.0,3
4366,Kodichikkanahalli,1125,2.0,52.0,2
4367,Kodichikkanahalli,1150,2.0,48.0,2
4368,Kodichikkanahalli,1070,2.0,43.0,2
4369,Kodichikkanahalli,1620,2.0,85.0,3
4370,Kodichikkanahalli,1560,2.0,65.0,3
4371,Kodichikkanahalli,1026,2.0,45.0,2
4372,Kodichikkanahalli,2500,7.0,125.0,5
4373,Kodichikkanahalli,450,1.0,18.0,1
4374,Kodichikkanahalli,907,2.0,38.5,2
4375,Kodichikkanahalli,1181,2.0,57.0,2
4376,Kodichikkanahalli,900,2.0,42.0,2
4377,Kodichikkanahalli,1310,2.0,53.0,3
4378,Kodichikkanahalli,1400,3.0,66.0,3
4379,Kodichikkanahalli,976,2.0,50.0,2
4380,Kodichikkanahalli,2700,4.0,125.0,5
4381,Kodichikkanahalli,1299,2.0,58.0,2
4382,Kodigehaali,1166,2.0,55.0,2
4383,Kodigehaali,1320,3.0,65.0,3
4384,Kodigehaali,1117,2.0,56.0,2
4385,Kodigehaali,1200,2.0,55.0,2
4386,Kodigehaali,1200,2.0,60.0,2
4387,Kodigehaali,2120,3.0,177.0,3
4388,Kodigehaali,1013,2.0,51.0,2
4389,Kodigehaali,1324,3.0,65.0,3
4390,Kodigehaali,965,2.0,38.0,2
4391,Kodigehaali,866,2.0,32.0,2
4392,Kodigehaali,1442,3.0,80.0,3
4393,Kodigehalli,1270,2.0,98.0,2
4394,Kodigehalli,1200,2.0,48.0,2
4395,Kodigehalli,655,1.0,53.0,1
4396,Kodigehalli,1820,3.0,150.0,3
4397,Kodigehalli,635,1.0,28.0,2
4398,Kodigehalli,1200,4.0,156.0,3
4399,Kodihalli,3252,5.0,335.0,4
4400,Kodihalli,2700,4.0,270.0,3
4401,Kodihalli,2392,4.0,260.0,3
4402,Kodihalli,2408,4.0,260.0,3
4403,Kodihalli,2500,4.0,260.0,3
4404,Kodihalli,1620,3.0,130.0,3
4405,Kodihalli,3260,5.0,388.0,4
4406,Kodihalli,3197,5.0,335.0,4
4407,Kodihalli,1490,2.0,150.0,2
4408,Kogilu,1909,3.0,88.0,3
4409,Kogilu,1664,2.0,73.95,3
4410,Kogilu,1170,2.0,51.99,2
4411,Kogilu,650,2.0,28.0,2
4412,Kogilu,1140,2.0,50.66,2
4413,Kogilu,1200,2.0,53.33,2
4414,Kogilu,1934,3.0,150.0,3
4415,Kogilu,540,1.0,36.0,1
4416,Kogilu,1559,3.0,127.0,3
4417,Kogilu,1190,2.0,50.66,2
4418,Kogilu,1140,2.0,50.66,2
4419,Kogilu,1559,3.0,120.0,3
4420,Kogilu,700,1.0,30.84,1
4421,Kogilu,1250,2.0,55.55,2
4422,Kogilu,1200,2.0,53.33,2
4423,Kogilu,952,2.0,49.0,2
4424,Kogilu,700,1.0,30.84,1
4425,Kogilu,1250,2.0,55.55,2
4426,Kogilu,2456,7.0,85.0,7
4427,Kogilu,1140,2.0,50.66,2
4428,Kogilu,1140,2.0,50.66,2
4429,Konanakunte,2791,3.0,223.0,3
4430,Konanakunte,884,1.0,58.0,2
4431,Konanakunte,1200,4.0,125.0,4
4432,Konanakunte,1200,2.0,130.0,4
4433,Konanakunte,2400,2.0,180.0,3
4434,Konanakunte,3746,6.0,375.0,4
4435,Konanakunte,1423,2.0,85.0,3
4436,Koramangala,1320,2.0,165.0,2
4437,Koramangala,1253,2.0,102.0,2
4438,Koramangala,1580,3.0,160.0,3
4439,Koramangala,1750,3.0,130.0,3
4440,Koramangala,3500,5.0,425.0,4
4441,Koramangala,1005,1.0,110.0,2
4442,Koramangala,2292,4.0,275.0,3
4443,Koramangala,1835,2.0,155.0,3
4444,Koramangala,1290,2.0,100.0,2
4445,Koramangala,1300,2.0,110.0,2
4446,Koramangala,2200,3.0,180.0,3
4447,Koramangala,1325,2.0,119.0,2
4448,Koramangala,1140,2.0,75.2,2
4449,Koramangala,1260,2.0,100.0,2
4450,Koramangala,1975,3.0,210.0,3
4451,Koramangala,1900,2.0,200.0,2
4452,Koramangala,1750,3.0,130.0,3
4453,Koramangala,2292,3.0,286.0,3
4454,Koramangala,2300,3.0,290.0,3
4455,Koramangala,1594,3.0,125.0,3
4456,Koramangala,1760,2.0,115.0,3
4457,Koramangala,2503,6.0,325.0,4
4458,Koramangala,1900,3.0,150.0,3
4459,Koramangala,1320,2.0,150.0,2
4460,Koramangala,1320,2.0,110.0,2
4461,Koramangala,5985,4.0,775.0,4
4462,Koramangala,2461,6.0,353.0,4
4463,Koramangala,1615,3.0,115.0,3
4464,Koramangala,2246,3.0,300.0,3
4465,Koramangala,1716,2.0,115.0,3
4466,Koramangala,1500,3.0,135.0,3
4467,Koramangala,1083,2.0,100.0,2
4468,Koramangala,1744,3.0,200.0,3
4469,Koramangala,1180,2.0,128.0,2
4470,Koramangala,1320,2.0,160.0,2
4471,Koramangala,1370,2.0,125.0,2
4472,Koramangala,1100,2.0,85.0,2
4473,Koramangala,1249,2.0,165.0,2
4474,Koramangala,1200,2.0,100.0,2
4475,Koramangala,1720,2.0,130.0,3
4476,Koramangala,2223,3.0,300.0,3
4477,Koramangala,1744,4.0,210.0,3
4478,Koramangala,1866,4.0,245.0,3
4479,Koramangala,1320,2.0,160.0,2
4480,Koramangala,1350,2.0,103.0,2
4481,Koramangala,6000,4.0,625.0,4
4482,Koramangala,1642,2.0,115.0,3
4483,Koramangala,1320,2.0,160.0,2
4484,Koramangala,1710,3.0,210.0,3
4485,Koramangala,1355,2.0,95.0,2
4486,Koramangala,1600,3.0,170.0,3
4487,Koramangala,1260,2.0,100.0,2
4488,Koramangala,1910,4.0,150.0,3
4489,Koramangala,1600,2.0,140.0,3
4490,Kothannur,1206,2.0,48.23,2
4491,Kothannur,1275,2.0,43.85,3
4492,Kothannur,1100,2.0,40.0,2
4493,Kothannur,1197,2.0,47.88,2
4494,Kothannur,1197,2.0,47.8,2
4495,Kothannur,1070,2.0,42.79,2
4496,Kothannur,1270,3.0,45.0,3
4497,Kothannur,1275,3.0,44.0,3
4498,Kothannur,1070,2.0,38.6,2
4499,Kothannur,1485,2.0,59.4,3
4500,Kothannur,1215,2.0,48.6,3
4501,Kothannur,1404,2.0,56.15,3
4502,Kothanur,1200,2.0,51.0,2
4503,Kothanur,2400,2.0,150.0,3
4504,Kothanur,1828,3.0,110.0,3
4505,Kothanur,1186,2.0,58.0,2
4506,Kothanur,1577,3.0,70.0,3
4507,Kothanur,1847,3.0,105.0,3
4508,Kothanur,1580,3.0,76.0,3
4509,Kothanur,9600,5.0,550.0,5
4510,Kothanur,1435,3.0,70.0,3
4511,Kothanur,1187,2.0,58.0,2
4512,Kothanur,1847,3.0,110.0,3
4513,Kothanur,1460,3.0,71.0,3
4514,Kothanur,1185,2.0,59.0,2
4515,Kothanur,1436,3.0,70.0,3
4516,Kothanur,1462,3.0,71.0,3
4517,Kothanur,1790,3.0,105.0,3
4518,Kothanur,1583,3.0,76.1,3
4519,Kothanur,1070,2.0,45.5,2
4520,Kothanur,1820,3.0,77.0,3
4521,Kothanur,1145,2.0,56.0,2
4522,Kothanur,3401,5.0,230.0,4
4523,Kothanur,1455,2.0,69.0,2
4524,Kothanur,627,1.0,30.0,1
4525,Kothanur,1302,2.0,68.5,2
4526,Kothanur,1760,3.0,111.0,3
4527,Kothanur,1185,2.0,58.0,2
4528,Kothanur,1500,1.0,75.0,1
4529,Kothanur,1075,2.0,53.0,2
4530,Kothanur,1790,3.0,97.0,3
4531,Kothanur,2700,4.0,175.0,4
4532,Kothanur,1786,2.0,106.0,3
4533,Kothanur,1787,3.0,107.0,3
4534,Kothanur,1141,2.0,54.0,2
4535,Kothanur,1760,3.0,110.0,3
4536,Kothanur,1365,3.0,66.0,3
4537,Kothanur,1160,2.0,57.0,2
4538,Kothanur,1095,2.0,55.0,2
4539,Kothanur,1142,2.0,56.0,2
4540,Kothanur,1074,2.0,54.0,2
4541,Kothanur,1285,2.0,60.0,2
4542,Kothanur,1075,2.0,53.0,2
4543,Kothanur,1140,2.0,56.0,2
4544,Kothanur,1400,2.0,70.0,2
4545,Kothanur,1581,3.0,76.0,3
4546,Kothanur,1385,3.0,67.0,3
4547,Kothanur,1140,2.0,56.0,2
4548,Kothanur,1787,3.0,120.0,3
4549,Kothanur,1185,2.0,59.0,2
4550,Kothanur,1581,3.0,76.0,3
4551,Kothanur,1790,3.0,105.0,3
4552,Kothanur,1130,2.0,55.0,2
4553,Kothanur,1094,2.0,54.0,2
4554,Kothanur,1170,3.0,80.0,3
4555,Kothanur,1400,2.0,65.0,2
4556,Kothanur,1195,2.0,59.0,2
4557,Kothanur,1790,3.0,120.0,3
4558,Kothanur,1454,3.0,71.5,3
4559,Kudlu,1152,2.0,53.5,2
4560,Kudlu,1027,2.0,43.0,2
4561,Kudlu,1092,2.0,44.0,2
4562,Kudlu,1027,2.0,43.0,2
4563,Kudlu,1092,2.0,44.0,2
4564,Kudlu,1143,2.0,55.0,2
4565,Kudlu,1455,2.0,60.0,3
4566,Kudlu,1024,2.0,44.0,2
4567,Kudlu,1570,2.0,65.94,3
4568,Kudlu,1600,3.0,79.0,3
4569,Kudlu,1027,2.0,42.0,2
4570,Kudlu,1076,2.0,50.0,2
4571,Kudlu,1027,2.0,44.0,2
4572,Kudlu,1084,2.0,53.0,2
4573,Kudlu,1300,2.0,56.0,2
4574,Kudlu,1027,2.0,44.0,2
4575,Kudlu,1245,2.0,60.0,3
4576,Kudlu,1027,2.0,44.0,2
4577,Kudlu,1110,2.0,46.0,2
4578,Kudlu,2100,3.0,114.0,4
4579,Kudlu,1027,2.0,44.0,2
4580,Kudlu,720,1.0,33.0,1
4581,Kudlu,1027,2.0,44.0,2
4582,Kudlu,1162,2.0,52.0,2
4583,Kudlu,1041,2.0,53.0,2
4584,Kudlu Gate,1535,3.0,83.0,3
4585,Kudlu Gate,1535,3.0,85.0,3
4586,Kudlu Gate,1535,3.0,78.0,3
4587,Kudlu Gate,1535,3.0,86.0,3
4588,Kudlu Gate,1564,2.0,92.0,3
4589,Kudlu Gate,1364,2.0,46.38,3
4590,Kudlu Gate,1238,2.0,55.0,2
4591,Kudlu Gate,1335,3.0,89.0,3
4592,Kudlu Gate,703,1.0,52.0,1
4593,Kudlu Gate,1535,3.0,86.0,3
4594,Kudlu Gate,1532,3.0,83.0,3
4595,Kudlu Gate,1113,2.0,50.0,2
4596,Kudlu Gate,1465,2.0,49.81,3
4597,Kudlu Gate,1185,2.0,50.0,2
4598,Kudlu Gate,1664,3.0,68.0,3
4599,Kudlu Gate,1656,3.0,80.0,3
4600,Kudlu Gate,1656,3.0,75.0,3
4601,Kudlu Gate,1215,2.0,45.0,2
4602,Kudlu Gate,812,2.0,38.25,2
4603,Kudlu Gate,1547,2.0,103.0,2
4604,Kudlu Gate,1336,2.0,86.0,2
4605,Kudlu Gate,1919,3.0,121.0,3
4606,Kudlu Gate,1464,3.0,56.0,2
4607,Kudlu Gate,1535,3.0,85.0,3
4608,Kudlu Gate,1850,3.0,120.0,3
4609,Kudlu Gate,940,2.0,69.57,2
4610,Kudlu Gate,1215,2.0,44.96,2
4611,Kudlu Gate,1164,2.0,75.0,2
4612,Kudlu Gate,3850,6.0,205.0,4
4613,Kudlu Gate,1183,2.0,79.54,2
4614,Kudlu Gate,1850,3.0,110.0,3
4615,Kudlu Gate,1320,2.0,50.0,3
4616,Kudlu Gate,1183,2.0,79.54,2
4617,Kudlu Gate,1200,2.0,44.4,2
4618,Kudlu Gate,1432,2.0,61.11,3
4619,Kudlu Gate,1310,2.0,53.0,2
4620,Kumaraswami Layout,2000,4.0,139.0,4
4621,Kumaraswami Layout,1000,2.0,48.5,2
4622,Kumaraswami Layout,1000,2.0,58.0,2
4623,Kumaraswami Layout,2400,7.0,125.0,7
4624,Kumaraswami Layout,2400,2.0,125.0,3
4625,Kumaraswami Layout,1310,2.0,70.0,3
4626,Kumaraswami Layout,850,1.0,78.0,1
4627,Kumaraswami Layout,3200,7.0,150.0,7
4628,Kumaraswami Layout,1310,2.0,85.0,3
4629,Kumaraswami Layout,2450,3.0,110.0,4
4630,Kumaraswami Layout,3100,7.0,145.0,7
4631,Kumaraswami Layout,1200,3.0,75.0,3
4632,Kumaraswami Layout,1081,2.0,60.0,2
4633,Kundalahalli,1724,3.0,125.0,3
4634,Kundalahalli,1030,2.0,49.0,2
4635,Kundalahalli,735,2.0,57.99,2
4636,Kundalahalli,1047,2.0,82.0,2
4637,Kundalahalli,1397,3.0,105.0,3
4638,Kundalahalli,1724,3.0,127.0,3
4639,Kundalahalli,1010,2.0,49.27,2
4640,Kundalahalli,1397,3.0,110.0,3
4641,Kundalahalli,1397,3.0,104.0,3
4642,Kundalahalli,1397,3.0,108.0,3
4643,Kundalahalli,1920,3.0,150.0,3
4644,Kundalahalli,1397,3.0,105.0,3
4645,Kundalahalli,1800,3.0,80.0,3
4646,Kundalahalli,1724,3.0,124.0,3
4647,Kundalahalli,1047,2.0,84.0,2
4648,Kundalahalli,1047,2.0,83.0,2
4649,Kundalahalli,7000,4.0,550.0,4
4650,Kundalahalli,2075,3.0,115.0,3
4651,Kundalahalli,1120,2.0,53.76,2
4652,Kundalahalli,1047,2.0,82.62,2
4653,Kundalahalli,1047,2.0,91.0,2
4654,Kundalahalli,1724,3.0,146.0,3
4655,Kundalahalli,1600,3.0,170.0,3
4656,Kundalahalli,1496,2.0,78.0,3
4657,Kundalahalli,1724,3.0,125.0,3
4658,Kundalahalli,1010,2.0,48.27,2
4659,Kundalahalli,1047,2.0,89.0,2
4660,Kundalahalli,2500,5.0,245.0,4
4661,Kundalahalli,1397,3.0,105.0,3
4662,Kundalahalli,1800,3.0,110.0,3
4663,Kundalahalli,1047,2.0,72.0,2
4664,Kundalahalli,1260,2.0,58.0,2
4665,Kundalahalli,3092,4.0,230.0,4
4666,Kundalahalli,1065,2.0,70.0,2
4667,Kundalahalli,1724,3.0,146.0,3
4668,Kundalahalli,1047,2.0,91.0,2
4669,Kundalahalli,1724,3.0,128.0,3
4670,Kundalahalli,1315,2.0,74.0,2
4671,Kundalahalli,2100,3.0,150.0,3
4672,Kundalahalli,1724,3.0,125.0,3
4673,Kundalahalli,1724,3.0,140.0,3
4674,Kundalahalli,1175,2.0,65.0,2
4675,LB Shastri Nagar,1600,3.0,65.0,3
4676,LB Shastri Nagar,1043,2.0,55.0,2
4677,LB Shastri Nagar,1184,2.0,69.0,2
4678,LB Shastri Nagar,665,1.0,32.0,1
4679,LB Shastri Nagar,1250,2.0,48.5,2
4680,LB Shastri Nagar,1400,2.0,80.0,3
4681,LB Shastri Nagar,1184,2.0,62.0,2
4682,LB Shastri Nagar,1200,2.0,47.0,2
4683,LB Shastri Nagar,1200,2.0,75.0,2
4684,LB Shastri Nagar,1000,2.0,49.5,2
4685,Laggere,2800,5.0,125.0,5
4686,Laggere,1200,3.0,130.0,3
4687,Laggere,1200,1.0,125.0,1
4688,Laggere,1200,2.0,75.0,2
4689,Laggere,620,2.0,48.0,1
4690,Lakshminarayana Pura,1185,2.0,75.0,2
4691,Lakshminarayana Pura,1600,2.0,108.0,3
4692,Lakshminarayana Pura,1180,2.0,75.0,2
4693,Lakshminarayana Pura,1172,2.0,82.0,2
4694,Lakshminarayana Pura,1179,2.0,75.0,2
4695,Lakshminarayana Pura,1149,2.0,75.0,2
4696,Lakshminarayana Pura,1336,2.0,100.0,2
4697,Lakshminarayana Pura,1175,2.0,75.0,2
4698,Lakshminarayana Pura,1190,2.0,75.0,2
4699,Lakshminarayana Pura,1200,2.0,75.0,2
4700,Lakshminarayana Pura,1200,2.0,75.0,2
4701,Lakshminarayana Pura,1165,2.0,75.0,2
4702,Lakshminarayana Pura,1145,2.0,75.0,2
4703,Lakshminarayana Pura,1500,3.0,104.0,3
4704,Lakshminarayana Pura,1210,2.0,75.0,2
4705,Lakshminarayana Pura,1169,2.0,75.0,2
4706,Lakshminarayana Pura,1200,2.0,75.0,2
4707,Lakshminarayana Pura,1172,2.0,75.0,2
4708,Lakshminarayana Pura,1172,2.0,75.0,2
4709,Lakshminarayana Pura,1180,2.0,75.0,2
4710,Lakshminarayana Pura,1200,2.0,83.0,2
4711,Lakshminarayana Pura,1200,2.0,80.0,2
4712,Lakshminarayana Pura,1195,2.0,75.0,2
4713,Lakshminarayana Pura,1200,2.0,80.0,2
